,acc,fmeasure,loss,precision,recall,val_acc,val_fmeasure,val_loss,val_precision,val_recall
0,0.172899119059,0.00564864388046,1.06192406019,0.0028384301113,0.787504041195,0.209264118473,0.00124120810845,0.958851325512,0.000620998659482,1.0
1,0.34076385498,0.00674262444178,1.01627719005,0.00338346003555,0.980752956867,0.594075520833,0.00137027594416,0.901075204213,0.000685664607833,0.912191136678
2,0.73843536377,0.00475100390613,0.959565405051,0.00238157193332,1.07041998307,0.833492028713,0.000805089226924,0.68878005743,0.000402683291274,1.19660119216
3,0.798026529948,0.00264252178216,0.839127540588,0.00132316108793,1.08702367147,0.643140661716,0.000451157024751,0.741125949224,0.000225630655768,1.0
4,0.805908203125,0.00139300673036,0.564911119143,0.000697022561993,1.04504035314,0.634559118748,0.000410191699242,0.655739939213,0.000205138965975,1.0
5,0.806267547607,0.0013509120831,0.485034463803,0.000675929675344,1.04932944775,0.819337968032,0.000413460210742,0.340105271339,0.000206770644096,1.08156175613
6,0.860694885254,0.0013203023506,0.397089819113,0.000660609657643,1.0880089124,0.833417761326,0.000437926508797,0.34169442455,0.000219001953762,1.27041511536
7,0.856529744466,0.00132312218581,0.389337037007,0.000662005215418,1.12477975686,0.827662146091,0.000368407690742,0.328409226735,0.00018423741955,1.03655014038
8,0.856044769287,0.00139410604024,0.398114868005,0.000697527866578,1.16422185898,0.786687215169,0.000360866742752,0.429735376438,0.000180466752499,1.0
9,0.817339579264,0.00130757320439,0.448121627172,0.000654235068941,1.04405029615,0.708084102472,0.000383171978562,0.486523622274,0.000191623614713,1.0
10,0.832915751139,0.0013072860369,0.445607173443,0.000654118263628,1.00699853102,0.77004699707,0.000378270608295,0.418735243877,0.000189171984675,1.0
11,0.831709543864,0.00128764899758,0.430537754297,0.000644260974756,1.01615436872,0.803254187107,0.000362130130331,0.360334171851,0.00018109868106,1.0
12,0.853222401937,0.00125749687819,0.399474978447,0.000629150987758,1.05309141477,0.759214278062,0.000359939787692,0.491438283523,0.000180003109078,1.0
13,0.781863657633,0.00130657949097,0.49288478593,0.000653748313198,1.0,0.791416422526,0.000408143965372,0.33537355264,0.000204114666364,1.0
14,0.821156819661,0.00135149233975,0.447003342708,0.000676237524021,1.00140974522,0.73827718099,0.000397181105412,0.439639335871,0.000198630975986,1.0
15,0.814102681478,0.00132717539479,0.422962798675,0.000664064425897,1.00165016651,0.80958353281,0.000402546334468,0.329939343532,0.00020131469355,1.0
16,0.849161020915,0.00128424344972,0.427965201934,0.000642583487206,1.00090597868,0.786358646552,0.000353020544086,0.406284314394,0.000176542204766,1.0
17,0.838450622559,0.0011623681096,0.401224189997,0.000581557294936,1.00002366304,0.815353397528,0.000352499443882,0.332320183516,0.00017628154698,1.0
18,0.853239949544,0.00122748628103,0.38518879811,0.000614132615738,1.00840300719,0.80649617513,0.000388393962445,0.372806586822,0.000194235643721,1.0
19,0.861788686117,0.00131834002289,0.376819288731,0.000659637508215,1.00886531671,0.804274499416,0.000393804120055,0.398214139541,0.000196941806159,1.0
20,0.872314707438,0.00133723808685,0.368771610657,0.000669115927303,1.02954430183,0.801719156901,0.000386676083629,0.406286221743,0.000193376360888,1.0
21,0.830381266276,0.00125898527137,0.410350718101,0.000629930207894,0.993934202194,0.828934737047,0.000381605680256,0.301161132256,0.000190840149298,1.0
22,0.863251749674,0.00127915291426,0.385362823804,0.000640033944122,0.999827853839,0.790769445896,0.000388262193883,0.414132100344,0.000194169736157,1.0
23,0.866741943359,0.00130962413192,0.376533563932,0.000655306730187,1.01107130845,0.841402184963,0.00039512499158,0.313261445363,0.000197601008889,1.03863248825
24,0.877953592936,0.00120729952275,0.348151149352,0.000604033314933,1.02088986238,0.850114945571,0.000369719759328,0.316474167506,0.000184891822088,1.09658120473
25,0.883038584391,0.00118174766734,0.342180498441,0.000591239600908,1.0459802866,0.891054276625,0.000398820555226,0.328974887729,0.000199445273999,1.1644866387
26,0.882130686442,0.0012558964896,0.350372854869,0.000628347995613,1.06110544999,0.868264770508,0.000404438242549,0.328870520989,0.000202257353036,1.09658120473
27,0.888078053792,0.00128467666218,0.334427411358,0.000642749009421,1.04682900111,0.880216467381,0.000415071911023,0.350454411904,0.000207574910019,1.1337906758
28,0.886197916667,0.00128281729606,0.337755644321,0.000641840296642,1.07830270926,0.893921911716,0.00043213928778,0.387331554294,0.000216109830459,1.19108005365
29,0.888231150309,0.0012298058602,0.343264373144,0.000615301574968,1.05383837223,0.844681807359,0.000358538158859,0.329867209991,0.000179299116523,1.09658120473
30,0.891552988688,0.00119442782986,0.337287427982,0.000597554538399,1.12756603559,0.88636067311,0.000560612518651,0.346789065997,0.000280349170013,1.87576535543
31,0.890549468994,0.00111727635376,0.333665570617,0.000558955528929,1.0815366586,0.848592118422,0.000325199422271,0.353905413548,0.000162624425138,1.09658120473
32,0.887691497803,0.00106988190285,0.330088008444,0.000535223524397,1.07997934818,0.834930419922,0.000327462759257,0.35980096062,0.000163756444817,1.09658120473
33,0.889985148112,0.00104955142597,0.335564039151,0.000525057527314,1.04766968886,0.845749922593,0.000322165563315,0.367405047019,0.00016110704067,1.09658120473
34,0.893423716227,0.00107044460407,0.323162273566,0.000535502011189,1.10568377972,0.839141845703,0.000327346803776,0.38196828564,0.000163698438943,1.09658120473
35,0.893854014079,0.00110123294095,0.320795795321,0.000550930846172,1.09305556615,0.854396561782,0.000340025431554,0.36199969252,0.000170039740624,1.09658120473
36,0.901071675618,0.00115929293291,0.312781726321,0.000580004938335,1.11084922155,0.848313391209,0.000359444921681,0.349969293674,0.00017975254644,1.10068378448
37,0.900782775879,0.0012347266078,0.306262859702,0.000617733190302,1.13081401984,0.879035437107,0.000418537952161,0.408476577202,0.0002093046826,1.25659453074
38,0.905968729655,0.0013056601941,0.304975206653,0.00065326213371,1.14349226157,0.87195841074,0.000443278579041,0.36879324913,0.000221679235498,1.26069711049
39,0.884017181396,0.00131608852341,0.347569769621,0.000658471067436,1.10709088643,0.855782067776,0.000440529064508,0.344921276967,0.000220307635027,1.15387060642
40,0.897608439128,0.00132627712252,0.318153355519,0.000663586717565,1.0891017437,0.851768998305,0.000412460620282,0.343841012319,0.000206269924335,1.10068378448
41,0.902673594157,0.00134372339429,0.309930334489,0.000672337127617,1.1159781297,0.84504292806,0.0003944641212,0.391793431838,0.000197267170491,1.13614165783
42,0.890643819173,0.00129309804955,0.327611519893,0.000646951499706,1.13105835915,0.832652795315,0.00039023074205,0.425546540817,0.00019515096792,1.09658120473
43,0.893841552734,0.00131179961609,0.319843839606,0.000656345921258,1.04980272452,0.857024133205,0.000421089715868,0.40622699062,0.000210586306639,1.09658120473
44,0.906324005127,0.00131647046267,0.29516432186,0.000658692613554,1.06002767881,0.885859167576,0.000564728033108,0.459560632706,0.000282416203603,1.56619048119
45,0.912962341309,0.00137023909871,0.290713403622,0.000685575482203,1.11909984748,0.860845951239,0.000458140314246,0.433182531595,0.000229114369722,1.21592186292
46,0.905657704671,0.00135126380871,0.296436983347,0.000676079338882,1.12728587786,0.833748368422,0.00041345054439,0.401374858618,0.000206765239515,1.09658120473
47,0.899397277832,0.00131402071565,0.303765128056,0.000657458017425,1.08648641904,0.862703454494,0.000415801635245,0.363030258814,0.000207941075981,1.10068378448
48,0.879834238688,0.00135479867458,0.347203149398,0.00067785011488,1.06483705839,0.826392622789,0.000431964309731,0.377130788565,0.000216025759194,1.09658120473
49,0.893525950114,0.00133276528989,0.316540876031,0.000666866470904,1.01375757853,0.861308801174,0.000428191376462,0.483699462811,0.00021413929547,1.07726494471
50,0.904191843669,0.00133316296075,0.301685038209,0.000667058096345,1.03391582966,0.859995528062,0.000473805439348,0.396238146226,0.000236950005637,1.21592186292
51,0.896195729574,0.00134848593734,0.315159194668,0.00067469443117,1.06499001185,0.840320837498,0.0004089960615,0.421691904465,0.000204537116224,1.09658120473
52,0.906308237712,0.0012773207544,0.289014342427,0.000639088673051,1.04926643372,0.874703975519,0.000430618752337,0.47114803791,0.000215348428659,1.21592186292
53,0.912067159017,0.00121562042429,0.275502727429,0.000608187611215,1.07445689042,0.900271602472,0.000603951800925,0.727107848724,0.000302026706049,1.83921521505
54,0.919924672445,0.00129220521776,0.261194851995,0.000646494012714,1.13952661355,0.903587845961,0.000530467919695,0.658167439699,0.000265281928781,1.50197355747
55,0.918895721436,0.00135287014612,0.270159041882,0.000676903871742,1.10862330596,0.871398929755,0.000462424541668,0.572694985072,0.000231256489254,1.23841269811
56,0.916474660238,0.00131762588862,0.257903916637,0.000659261766123,1.09284319878,0.881695560614,0.000473055503486,0.497145976623,0.000236573369087,1.25659453074
57,0.9282371521,0.00134992308061,0.241700603565,0.000675416834808,1.09540464878,0.873422245185,0.000452931314552,0.856391789516,0.000226510164794,1.18046398163
58,0.930513509115,0.00135718357827,0.232220229506,0.000679062134198,1.1116376241,0.849977620443,0.000442304336078,0.563567026456,0.000221195994527,1.14434678555
59,0.909187316895,0.0013061950837,0.281335012118,0.000653554549596,1.05612707933,0.869474287828,0.000442405239058,0.391163251797,0.000221245506934,1.1681563139
60,0.918237304687,0.00122351490039,0.259297637145,0.000612143149677,1.06296365261,0.88492838939,0.000324219760175,0.338738038143,0.000162131618708,1.23841269811
61,0.917013804118,0.000902957395495,0.264730509122,0.000451678285996,1.11126140753,0.882588708401,0.000373866298469,0.454494100809,0.000186955423366,1.60880564849
62,0.928676859538,0.000857632314243,0.25098896722,0.000428991389344,1.12888801893,0.858647668362,0.000297559989849,0.447078547875,0.000148798311905,1.23841269811
63,0.917748514811,0.000855182097681,0.256946588556,0.000427775834881,1.07229024569,0.864747114976,0.000273919846707,0.352732557058,0.000136976851112,1.13614165783
64,0.924172465007,0.00085143451967,0.237409770489,0.000425904189857,1.06711382866,0.899731441339,0.000354521550859,0.94210057656,0.000177282955459,1.45068262418
65,0.930531056722,0.000901459196272,0.238649438818,0.000450929508467,1.10563643773,0.834420776367,0.000297174693939,0.502863758802,0.000148607987406,1.09658120473
66,0.896464284261,0.00101729216985,0.31382432878,0.000508926137506,1.02532208761,0.81193745931,0.000363909028238,0.399818350871,0.000181985615442,1.09102563858
67,0.895287068685,0.00106572277534,0.315698600809,0.000533163559157,0.999307119846,0.858311975002,0.00028541215191,0.391935396194,0.000142726952132,1.0
68,0.915060170492,0.000910287798615,0.259989793102,0.000455357842535,1.03234376113,0.862144978841,0.000314648755981,0.60409582456,0.000157345619906,1.19409036636
69,0.924346415202,0.000890763464849,0.240689105789,0.000445598259103,1.02382465998,0.864518225193,0.000329315278213,0.507154887915,0.000164680063608,1.23841269811
